"","Odd.radio","2.5%CI","97.5%CI","p.value"
"X1",3.91138978860574,0.462593325941607,33.0721807264908,0.210491262158367
"X2",1.52385046287226,0.545727361237094,4.25509219096517,0.421384227229241
"X3",2.54219840012094,0.169504819144262,38.1273685208744,0.499464007186038
"X4",10.8043357515028,0.0898812573585452,1298.75431721589,0.330056195405541
"X5",3.9263006993444,0.764296509631753,20.1699693605821,0.101408293112167
"X6",25.1770086297713,0.550186798975438,1152.12099731218,0.0981873532005101
