"","X1","X2","X3","X4","X5","X6"
"21",-0.0165686193872628,-0.53723501518111,0.20080456056579,0.0586047863163118,0.140437503442222,0.0166505065589455
"71",-0.114157301223675,-0.629177831209022,-0.260600514495933,-0.0690422283578543,-0.28800581063634,-0.242678038454238
"50",-0.114157301223675,-0.240689237425861,-0.0805701914459823,-0.079323085305964,-0.436976970689406,-0.229382930925438
"14",-0.0691808604309889,1.60108188916524,-0.251600675016273,-0.11369538523704,-0.302503182783697,-0.203467558712823
"74",0.0635852464617041,-0.405483593158138,-0.255076853193663,-0.116315399895162,-0.13151897359679,-0.213428563628038
"9",-0.0969202061855527,-0.518063273019346,-0.0681750099994366,-0.0650602943630017,-0.458299398908367,-0.254903137799001
"32",-0.048298190796843,-0.151780866982556,-0.236195232038756,-0.0930660672251325,0.0768875118447073,-0.205540279110124
"20",-0.114157301223675,-0.667507784749667,-0.259506119104208,-0.112659592106372,-0.313405481333862,-0.301450510728378
"168",-0.0657680730217328,0.107910736267913,-0.098639801710375,-0.072007097411343,-0.308871060372691,-0.292713065483211
"152",-0.0751155674323131,-0.681102697138496,-0.244933664337449,-0.108241124794581,-0.328228265552904,-0.278575816811103
"202",0.0144334473059826,1.18987751053651,0.0668794076653647,-0.00217101878586744,0.0699330411704685,-0.0886747066967424
"175",0.126022588834393,2.22857183978416,-0.255768628369389,-0.0876557193979965,1.25522617403586,0.584266248319966
"187",-0.0844136816646989,-0.115545523061542,-0.14656807245467,-0.0933270218349071,-0.446907998700589,-0.309166539251759
"194",0.461161764451131,-0.169238542881957,-0.269780170971644,-0.11753696824106,0.166451563179281,0.700755350339305
"193",-0.0650660954045203,0.411878209388501,0.0214112442046996,0.048131648807445,0.268313872185089,-0.0634300386741192
"47",-0.0798752570801364,-0.647392765084528,-0.098427407048005,-0.0608168707134676,-0.465676649200503,-0.156934623904447
"159",-0.102998801802025,-0.589844399002758,-0.065340804490674,-0.0388062887330596,-0.0845608679881693,0.101030468145556
"80",0.408683648696402,0.106264916451707,2.48341626467564,1.08714557597133,0.495381699232686,1.34474749265616
"192",-0.0272094388725132,-0.292523572699049,-0.181328332435033,0.0358421513077234,1.09232329467301,0.0928957441594885
