"comp[, 2]","comp[, 1]","X1","X2","X3","X4","X5","X6"
2,21,0.365621470849267,0.496260948768273,0.640671307626962,0.397979587859255,0.677774733217924,0.491261172597719
2,71,0.349442073191453,0.42075110145249,0.356670713332581,0.363618250625954,0.464454236931904,0.379354834705417
2,50,0.349442073191453,0.739805005474577,0.467481628731281,0.36085074373562,0.390281993485488,0.38509198483425
2,14,0.356898795703986,2.25239579361503,0.362210227089415,0.351598054258857,0.457236043720117,0.396275074606655
2,74,0.378910319975802,0.604464397285358,0.360070595946173,0.350892771746346,0.542368510868701,0.391976667804842
2,9,0.352299841221918,0.512006119364015,0.475111017932808,0.364690148603256,0.37966562763211,0.374079418156219
2,32,0.360360969900928,0.81282275462891,0.371692469911295,0.35715126641121,0.646133404479466,0.395380647234131
2,20,0.349442073191453,0.389271872682767,0.357344327383318,0.351876879714804,0.451807825654954,0.353993137092293
2,168,0.357464607677023,1.02609959514553,0.45635955762474,0.36282013665784,0.454065498719329,0.357763549253713
1,152,0.355914870286098,0.378106783303296,0.366313855543653,0.353066288223435,0.444427610858635,0.363864102999881
1,202,0.370761357522651,1.91468610418796,0.558238701072735,0.381619331099063,0.642670796739103,0.445810877480494
1,175,0.389261915795471,2.7677342660525,0.359644799673781,0.358607679526019,1.23282429205282,0.736200652697255
1,187,0.354373319720985,0.842581744021622,0.426859107563455,0.357081019963442,0.385337367780377,0.35066349015705
1,194,0.444825223865403,0.798485294688027,0.351020519965784,0.350563937405848,0.690727046747331,0.786468427155652
1,193,0.357580989769721,1.2757388652472,0.530252477812023,0.395160320908504,0.741443950468168,0.456704542694152
1,47,0.355125753043291,0.405791728494096,0.456490289195757,0.365832437057221,0.375992519330889,0.416355125283382
1,159,0.351292060259728,0.453054456827194,0.476855506869635,0.371757472061452,0.565748794943447,0.52767310130449
1,80,0.436124785585564,1.02474793322783,2.04564735914479,0.6748527840069,0.8545002637883,1.06436611201882
1,192,0.363857310839959,0.697235037408716,0.405463732813991,0.391852107480296,1.15171549205476,0.524162777475699
