"","X1","X2","X3","X4","X5","X6"
"1",0.355914870286098,0.378106783303296,0.366313855543653,0.353066288223435,0.444427610858635,0.363864102999881
"2",0.370761357522651,1.91468610418796,0.558238701072735,0.381619331099063,0.642670796739103,0.445810877480494
"3",0.389261915795471,2.7677342660525,0.359644799673781,0.358607679526019,1.23282429205282,0.736200652697255
"4",0.354373319720985,0.842581744021622,0.426859107563455,0.357081019963442,0.385337367780377,0.35066349015705
"5",0.444825223865403,0.798485294688027,0.351020519965784,0.350563937405848,0.690727046747331,0.786468427155652
"6",0.357580989769721,1.2757388652472,0.530252477812023,0.395160320908504,0.741443950468168,0.456704542694152
"7",0.355125753043291,0.405791728494096,0.456490289195757,0.365832437057221,0.375992519330889,0.416355125283382
"8",0.351292060259728,0.453054456827194,0.476855506869635,0.371757472061452,0.565748794943447,0.52767310130449
"9",0.436124785585564,1.02474793322783,2.04564735914479,0.6748527840069,0.8545002637883,1.06436611201882
"10",0.363857310839959,0.697235037408716,0.405463732813991,0.391852107480296,1.15171549205476,0.524162777475699
